,school_id,miur_code,text_review,school_name,sentiment
250,29824,TNPM015003,Paga per vincere Pay to win,LICEO DELLE SCIENZE UMANE,Neutral
251,29824,TNPM015003,amo questo posto I love this place,LICEO DELLE SCIENZE UMANE,Positive
252,29825,TN1E00300E,"Da qualche anno l'Istituto è cresciuto nella qualità dell'offerta formativa. Le novità più importanti riguardano la nascita del liceo delle Scienze Umane quadriennale (che permette di raggiungere il diploma in soli 4 anni, come in gran parte dei Paesi europei), unico nel suo genere in tutto il Triveneto e il liceo artistico a indirizzo grafica. Docenti preparati, motivati e selezionati accompagnano i ragazzi nella crescita umana, nello sviluppo di competenze disciplinari e trasversali. All'interno dell'Istituto ci sono anche gli altri ordini di scuola: infanzia, primaria, secondaria di primo grado (scuola media).Da qualche anno l'Istituto è cresciuto nella qualità dell'offerta formativa. Le novità più importanti riguardano la nascita del liceo delle Scienze Umane quadriennale (che permette di raggiungere il diploma in soli 4 anni, come in gran …Altro",SCUOLA PRIMARIA SACRO CUORE TRENTO,Positive
253,29825,TN1E00300E,Resterà per sempre il top delle scuole,SCUOLA PRIMARIA SACRO CUORE TRENTO,Neutral
254,29825,TN1E00300E,"Dovrebbero trovare un'intesa perché gli studenti di altri istituti scolastici che vogliono usufruire della mensa non trovino tanta burocrazia per accedere ad essa, ad ogni modo sarà mia cura muovermi in sede diversa per capire il perché di tutto...",SCUOLA PRIMARIA SACRO CUORE TRENTO,Neutral
255,29825,TN1E00300E,Mi avete bocciato in questa scuola...voto 5 stelle,SCUOLA PRIMARIA SACRO CUORE TRENTO,Neutral
256,29825,TN1E00300E,La migliore scuola!,SCUOLA PRIMARIA SACRO CUORE TRENTO,Positive
257,29825,TN1E00300E,Paga per vincere Pay to win,SCUOLA PRIMARIA SACRO CUORE TRENTO,Neutral
258,29825,TN1E00300E,amo questo posto I love this place,SCUOLA PRIMARIA SACRO CUORE TRENTO,Positive
259,29826,TN1M006007,"Da qualche anno l'Istituto è cresciuto nella qualità dell'offerta formativa. Le novità più importanti riguardano la nascita del liceo delle Scienze Umane quadriennale (che permette di raggiungere il diploma in soli 4 anni, come in gran parte dei Paesi europei), unico nel suo genere in tutto il Triveneto e il liceo artistico a indirizzo grafica. Docenti preparati, motivati e selezionati accompagnano i ragazzi nella crescita umana, nello sviluppo di competenze disciplinari e trasversali. All'interno dell'Istituto ci sono anche gli altri ordini di scuola: infanzia, primaria, secondaria di primo grado (scuola media).Da qualche anno l'Istituto è cresciuto nella qualità dell'offerta formativa. Le novità più importanti riguardano la nascita del liceo delle Scienze Umane quadriennale (che permette di raggiungere il diploma in soli 4 anni, come in gran …Altro",SCUOLA SECONDARIA DI PRIMO GRADO SACRO CUORE TRENTO,Positive
260,29826,TN1M006007,Resterà per sempre il top delle scuole,SCUOLA SECONDARIA DI PRIMO GRADO SACRO CUORE TRENTO,Neutral
261,29826,TN1M006007,"Dovrebbero trovare un'intesa perché gli studenti di altri istituti scolastici che vogliono usufruire della mensa non trovino tanta burocrazia per accedere ad essa, ad ogni modo sarà mia cura muovermi in sede diversa per capire il perché di tutto...",SCUOLA SECONDARIA DI PRIMO GRADO SACRO CUORE TRENTO,Neutral
262,29826,TN1M006007,Mi avete bocciato in questa scuola...voto 5 stelle,SCUOLA SECONDARIA DI PRIMO GRADO SACRO CUORE TRENTO,Neutral
263,29826,TN1M006007,La migliore scuola!,SCUOLA SECONDARIA DI PRIMO GRADO SACRO CUORE TRENTO,Positive
264,29826,TN1M006007,Paga per vincere Pay to win,SCUOLA SECONDARIA DI PRIMO GRADO SACRO CUORE TRENTO,Neutral
265,29826,TN1M006007,amo questo posto I love this place,SCUOLA SECONDARIA DI PRIMO GRADO SACRO CUORE TRENTO,Positive
266,29828,TN1M00500B,"All’Istituto Salesiano Maria Ausiliatrice di Trento abbiamo trovato una scuola che cresce i ragazzi dando loro un metodo di studio proattivo, che li rende autonomi nella gestione degli impegni scolastici e che ispira ad una mentalità di studio in gruppo.E molto altro: i ragazzi hanno trascorso questi tre anni in un ambiente dove hanno potuto consolidare amicizie, in un luogo dove potersi fermare anche dopo scuola per studiare e giocare, in una casa dove sentirsi accolti. In perfetto stile salesiano.All’Istituto Salesiano Maria Ausiliatrice di Trento abbiamo trovato una scuola che cresce i ragazzi dando loro un metodo di studio proattivo, che li rende autonomi nella gestione degli impegni scolastici e che ispira ad una mentalità di …Altro",SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO,Positive
267,29828,TN1M00500B,"I soldi peggio spesi, faccia bella e belle parole, ma comportamento non coerente con le linee e la filosofia di Don Bosco. Mi spiace perché si confidava in una scuola diversa, non ha proprio nulla di più rispetto ad una scuola pubblica",SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO,Negative
268,29828,TN1M00500B,Un ottima scuola dove i ragazzi vengono messi al centro. Un punto di riferimento su Trento e provincia con un identitá forte e chiara,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO,Positive
269,29828,TN1M00500B,La casa dei salesiani è il luogo in cui ho allacciato legami da adolescente e che ora da adulto persistono.Tanti bei ricordi e tanti bei valori passati ai ragazzi con il metodo di san Giovanni Bosco.Grazie ancora!,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO,Positive
270,29828,TN1M00500B,"Senza sminuire tutte le altre caratteristiche positive riscontrate, direi che ACCOGLIENZA è quella che rappresenta di più la scuola salesiana: i nostri ragazzi sono accolti nel loro essere persone e accompagnati nel loro cammino. Accoglie il cortile, accolgono i docenti, accoglie tutta la famiglia salesiana.",SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO,Positive
271,29828,TN1M00500B,Molto attenti alle esigenze pedagogiche e intime di ognuno. Una scuola media che avremmo voluto frequentare tutti!,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO,Positive
272,29828,TN1M00500B,"Una casa dove mi sono sempre sentito accolto e dove ho potuto trovare nei Salesiani una guida, per cui ringraziare don Bosco e Maria Ausiliatrice!  😊",SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO,Positive
273,29828,TN1M00500B,Ottima scuola in cui i ragazzi vengono valorizzati e seguiti con passione e con lo stile eccezionale di don Bosco,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO,Positive
274,29828,TN1M00500B,"Bellissima scuola media, ci sono stato ed è molto accogliente, anche per gli universitari ci sono delle stanze per poter dormire... quindi molto comoda.",SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO,Positive
275,29828,TN1M00500B,Bellissimo luogo dove ritrovare il piacere di stare assieme. Uniti a San Giovanni Bosco.,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO,Positive
276,29828,TN1M00500B,Ottima realtà. I salesiani sempre i migliori.,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO,Positive
277,29828,TN1M00500B,Questa è la mia  casa 😇⭐⚽😁💙,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO,Positive
278,29828,TN1M00500B,Ottima scuola media...Insegnanti qualificati ....,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO,Positive
279,29828,TN1M00500B,Desidero comunicare con padre Carlos Giacomuzzi .. Da Lima Perù Deseo comunicarme con le padre Carlos Giacomuzzi.. Desde Lima Perú  Desidero comunicare con padre Carlos Giacomuzzi .. Da Lima Perù …Altro,SCUOLA SECONDARIA DI PRIMO GRADO MARIA AUSILIATRICE TRENTO,Neutral
280,29830,TN1E00200P,Casa,SCUOLA PRIMARIA SANTA CROCE MEZZANO,Neutral
281,29830,TN1E00200P,Posto perfetto Lugar perfeito,SCUOLA PRIMARIA SANTA CROCE MEZZANO,Positive
282,29831,TN1M001004,Casa,SCUOLA SECONDARIA DI PRIMO GRADO SANTA CROCE MEZZANO,Neutral
283,29831,TN1M001004,Posto perfetto Lugar perfeito,SCUOLA SECONDARIA DI PRIMO GRADO SANTA CROCE MEZZANO,Positive
284,29833,TNTD18000T,"Sto frequentando le serali x la maturità,ottimi insegnanti, molto disponibili, sono molto contento grazie mille🤗🤗🤩🤩🤩",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,Positive
285,29833,TNTD18000T,Tambosi scuola migliore,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,Positive
286,29833,TNTD18000T,Così,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,Neutral
287,29833,TNTD18000T,non il massimo,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,Neutral
288,29833,TNTD18000T,Superiore Topppp,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,Neutral
289,29834,TNTD180507,"Sto frequentando le serali x la maturità,ottimi insegnanti, molto disponibili, sono molto contento grazie mille🤗🤗🤩🤩🤩",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,Positive
290,29834,TNTD180507,Tambosi scuola migliore,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,Positive
291,29834,TNTD180507,Così,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,Neutral
292,29834,TNTD180507,non il massimo,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,Neutral
293,29834,TNTD180507,Superiore Topppp,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,Neutral
294,29837,TNTD100001,Ottima scuola.,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,Positive
295,29838,TNTD10050A,Ottima scuola.,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,Positive
296,29839,TNTD100001,Ottima scuola.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
297,29840,TNTD10050A,Ottima scuola.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
298,29842,TNTD020009,"Scuola peggiore di Rovereto, il 90% dei professori fa pena e non ha passione nello spiegare agli studenti, sono lì soltanto per prendere la paga",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,Negative
299,29842,TNTD020009,"Scuola molto bella, interessante e preparata sugli indirizzi economici, giuridici, geometri, linguistici. Insegnanti molto bravi e preparati. Personale covidiota e troppo 5G nell'aria.",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,Positive
300,29842,TNTD020009,Il mio istituto superiore dal 94 al 99. Mitica classe e bel ricordo dei professori.,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,Positive
301,29842,TNTD020009,Istituto comprensivo di ogni strumento didattico utile all'istruzione degli studenti,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,Neutral
302,29842,TNTD020009,Da quello che ho sentito è una buona scuola,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,Positive
303,29842,TNTD020009,Buon istituto tecnico.,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,Positive
304,29842,TNTD020009,Una scuola interessante,ISTITUTO TECNICO PER IL SETTORE ECONOMICO,Positive
305,29843,TNTD02050P,"Scuola peggiore di Rovereto, il 90% dei professori fa pena e non ha passione nello spiegare agli studenti, sono lì soltanto per prendere la paga",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,Negative
306,29843,TNTD02050P,"Scuola molto bella, interessante e preparata sugli indirizzi economici, giuridici, geometri, linguistici. Insegnanti molto bravi e preparati. Personale covidiota e troppo 5G nell'aria.",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,Positive
307,29843,TNTD02050P,Il mio istituto superiore dal 94 al 99. Mitica classe e bel ricordo dei professori.,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,Positive
308,29843,TNTD02050P,Istituto comprensivo di ogni strumento didattico utile all'istruzione degli studenti,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,Neutral
309,29843,TNTD02050P,Da quello che ho sentito è una buona scuola,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,Positive
310,29843,TNTD02050P,Buon istituto tecnico.,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,Positive
311,29843,TNTD02050P,Una scuola interessante,ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,Positive
312,29844,TNTD020009,"Scuola peggiore di Rovereto, il 90% dei professori fa pena e non ha passione nello spiegare agli studenti, sono lì soltanto per prendere la paga",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Negative
313,29844,TNTD020009,"Scuola molto bella, interessante e preparata sugli indirizzi economici, giuridici, geometri, linguistici. Insegnanti molto bravi e preparati. Personale covidiota e troppo 5G nell'aria.",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
314,29844,TNTD020009,Il mio istituto superiore dal 94 al 99. Mitica classe e bel ricordo dei professori.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
315,29844,TNTD020009,Istituto comprensivo di ogni strumento didattico utile all'istruzione degli studenti,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Neutral
316,29844,TNTD020009,Da quello che ho sentito è una buona scuola,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
317,29844,TNTD020009,Buon istituto tecnico.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
318,29844,TNTD020009,Una scuola interessante,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
319,29845,TNTD02050P,"Scuola peggiore di Rovereto, il 90% dei professori fa pena e non ha passione nello spiegare agli studenti, sono lì soltanto per prendere la paga",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Negative
320,29845,TNTD02050P,"Scuola molto bella, interessante e preparata sugli indirizzi economici, giuridici, geometri, linguistici. Insegnanti molto bravi e preparati. Personale covidiota e troppo 5G nell'aria.",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
321,29845,TNTD02050P,Il mio istituto superiore dal 94 al 99. Mitica classe e bel ricordo dei professori.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
322,29845,TNTD02050P,Istituto comprensivo di ogni strumento didattico utile all'istruzione degli studenti,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Neutral
323,29845,TNTD02050P,Da quello che ho sentito è una buona scuola,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
324,29845,TNTD02050P,Buon istituto tecnico.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
325,29845,TNTD02050P,Una scuola interessante,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
326,29853,TNTF02000G,"Allora,il gioco in se è carino,anche l'ambientazione e il posto,i professori (BOSS) sono molto difficili da battere e counterare,anche gli studi sono molto difficili da apprendere(TASK)bisogna nerfare un po' di cose e rendere il gioco più divertente,aggiungendo magari l'opzione di buttare giù tutto senza ricevere buffe negativi(NOTE)In se non mi fa impazzire,troppi NPC(più di 1000)Allora,il gioco in se è carino,anche l'ambientazione e il posto,i professori (BOSS) sono molto difficili da battere e counterare,anche gli studi sono molto difficili da apprendere(TASK)bisogna nerfare un po' di cose e rendere il gioco più …Altro",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
327,29853,TNTF02000G,Ci sono professori molto bravi che aiutano chi è in difficoltà altri che lavorano solo per lo stipendio e si nota la differenza tra i due.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
328,29853,TNTF02000G,"La scuola è molto bella,il primo giorno in cui ero entrato tutto il personale  mi aveva aiutato a sentirmi bene,e ci sono insegnati molto molto molto molto bravi!!,ma severi,ma è giusto così",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
329,29853,TNTF02000G,"La scuola è molto bella. I percorsi di studio sono ben strutturati, organizzati e offrono molti sbocchi lavorativi.",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
330,29853,TNTF02000G,"Ottimo istituto scolastico, ben organizzato e collegato con il territorio produttivo. I ragazzi escono con una buona preparazione sia per il lavoro che per continuare all'università. La struttura dispone di molteplici laboratori e di mensa. All'esterno ha molti spazi di verde.",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
331,29853,TNTF02000G,Una della scuole tecniche più dinamiche sia nei contenuti che nei metodi; adeguata alla tecnologia che cambia con enorme rapidità.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Neutral
332,29853,TNTF02000G,Voti un po' bassi non consiglio,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Negative
333,29853,TNTF02000G,una delle migliori scuole del Trentino,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
334,29853,TNTF02000G,Scuola disfunzionale e personale incompetente.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Negative
335,29853,TNTF02000G,Perché ho insegnato e ...,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Neutral
336,29853,TNTF02000G,una delle migliori scuole del trentino!,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
337,29853,TNTF02000G,Migliore scuola di Rovereto,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Neutral
338,29853,TNTF02000G,Ottima.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
339,29853,TNTF02000G,Poca professionalità,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Negative
340,29853,TNTF02000G,Stupenda!!!!,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
341,29853,TNTF02000G,Divertente Funny,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
342,29853,TNTF02000G,Super,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
343,29854,TNTF020501,"Allora,il gioco in se è carino,anche l'ambientazione e il posto,i professori (BOSS) sono molto difficili da battere e counterare,anche gli studi sono molto difficili da apprendere(TASK)bisogna nerfare un po' di cose e rendere il gioco più divertente,aggiungendo magari l'opzione di buttare giù tutto senza ricevere buffe negativi(NOTE)In se non mi fa impazzire,troppi NPC(più di 1000)Allora,il gioco in se è carino,anche l'ambientazione e il posto,i professori (BOSS) sono molto difficili da battere e counterare,anche gli studi sono molto difficili da apprendere(TASK)bisogna nerfare un po' di cose e rendere il gioco più …Altro",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
344,29854,TNTF020501,Ci sono professori molto bravi che aiutano chi è in difficoltà altri che lavorano solo per lo stipendio e si nota la differenza tra i due.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
345,29854,TNTF020501,"La scuola è molto bella,il primo giorno in cui ero entrato tutto il personale  mi aveva aiutato a sentirmi bene,e ci sono insegnati molto molto molto molto bravi!!,ma severi,ma è giusto così",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
346,29854,TNTF020501,"La scuola è molto bella. I percorsi di studio sono ben strutturati, organizzati e offrono molti sbocchi lavorativi.",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
347,29854,TNTF020501,"Ottimo istituto scolastico, ben organizzato e collegato con il territorio produttivo. I ragazzi escono con una buona preparazione sia per il lavoro che per continuare all'università. La struttura dispone di molteplici laboratori e di mensa. All'esterno ha molti spazi di verde.",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
348,29854,TNTF020501,Una della scuole tecniche più dinamiche sia nei contenuti che nei metodi; adeguata alla tecnologia che cambia con enorme rapidità.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Neutral
349,29854,TNTF020501,Voti un po' bassi non consiglio,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Negative
350,29854,TNTF020501,una delle migliori scuole del Trentino,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
351,29854,TNTF020501,Scuola disfunzionale e personale incompetente.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Negative
352,29854,TNTF020501,Perché ho insegnato e ...,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Neutral
353,29854,TNTF020501,una delle migliori scuole del trentino!,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
354,29854,TNTF020501,Migliore scuola di Rovereto,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Neutral
355,29854,TNTF020501,Ottima.,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
356,29854,TNTF020501,Poca professionalità,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Negative
357,29854,TNTF020501,Stupenda!!!!,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
358,29854,TNTF020501,Divertente Funny,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
359,29854,TNTF020501,Super,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
360,29856,TNTF01301D,Ben rifornito per quanto riguarda i prodotti enogastronomici ma quasi privo di prodotti culinari,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
361,29856,TNTF01301D,Personale che non guarda cosa gli scrive no comment neanche mezza stella,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Neutral
362,29856,TNTF01301D,"È l'istituto tecnico tecnologico di Trento. Dispone di tanti laboratori attrezzati adatti a realizzare numerose esperienze. Gli indirizzi di studio disponibili sono elettrotecnica, chimica, meccanica, informatica ed edilizia. È facilmente raggiungibile dal centro storico e dispone di un ampio parcheggio nel cortile per gli insegnanti.",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Neutral
363,29856,TNTF01301D,"Scuola tendenzialmente ben organizzata, se si beccano i professori giusti è una scuola seria, a livello di un liceo, e si riesce a portare via tanto",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
364,29856,TNTF01301D,5 stelle come gli anni che ho fatto,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
365,29856,TNTF01301D,Perche io insegno li per quest'anno,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Neutral
366,29856,TNTF01301D,"Grande scuola, ottimi professori",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Positive
367,29856,TNTF01301D,"Classi rovinate, attrezzature vecchie",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Negative
368,29856,TNTF01301D,non il massimo,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Neutral
369,29856,TNTF01301D,Ok...,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,Neutral
370,29857,TNTF01351V,Ben rifornito per quanto riguarda i prodotti enogastronomici ma quasi privo di prodotti culinari,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
371,29857,TNTF01351V,Personale che non guarda cosa gli scrive no comment neanche mezza stella,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Neutral
372,29857,TNTF01351V,"È l'istituto tecnico tecnologico di Trento. Dispone di tanti laboratori attrezzati adatti a realizzare numerose esperienze. Gli indirizzi di studio disponibili sono elettrotecnica, chimica, meccanica, informatica ed edilizia. È facilmente raggiungibile dal centro storico e dispone di un ampio parcheggio nel cortile per gli insegnanti.",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Neutral
373,29857,TNTF01351V,"Scuola tendenzialmente ben organizzata, se si beccano i professori giusti è una scuola seria, a livello di un liceo, e si riesce a portare via tanto",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
374,29857,TNTF01351V,5 stelle come gli anni che ho fatto,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
375,29857,TNTF01351V,Perche io insegno li per quest'anno,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Neutral
376,29857,TNTF01351V,"Grande scuola, ottimi professori",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Positive
377,29857,TNTF01351V,"Classi rovinate, attrezzature vecchie",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Negative
378,29857,TNTF01351V,non il massimo,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Neutral
379,29857,TNTF01351V,Ok...,ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,Neutral
380,29877,TNPC02000A,L'ho frequentata e posso affermare che è un'ottima scuola.,LICEO CLASSICO,Positive
381,29877,TNPC02000A,Sono uno studente e sono soddisfatto della scuola. I laboratori sono un po’ datati ma ben forniti...,LICEO CLASSICO,Positive
382,29877,TNPC02000A,È una scuola scadente. I Prof sono cattivi.,LICEO CLASSICO,Negative
383,29877,TNPC02000A,Ho studiato lì! Esperienza molto bella I studied there! Very nice experience  Ho studiato lì! Esperienza molto bella  …Altro,LICEO CLASSICO,Positive
384,29878,TNPC02000A,L'ho frequentata e posso affermare che è un'ottima scuola.,LICEO LINGUISTICO,Positive
385,29878,TNPC02000A,Sono uno studente e sono soddisfatto della scuola. I laboratori sono un po’ datati ma ben forniti...,LICEO LINGUISTICO,Positive
386,29878,TNPC02000A,È una scuola scadente. I Prof sono cattivi.,LICEO LINGUISTICO,Negative
387,29878,TNPC02000A,Ho studiato lì! Esperienza molto bella I studied there! Very nice experience  Ho studiato lì! Esperienza molto bella  …Altro,LICEO LINGUISTICO,Positive
388,29879,TNPC02000A,L'ho frequentata e posso affermare che è un'ottima scuola.,LICEO SCIENTIFICO,Positive
389,29879,TNPC02000A,Sono uno studente e sono soddisfatto della scuola. I laboratori sono un po’ datati ma ben forniti...,LICEO SCIENTIFICO,Positive
390,29879,TNPC02000A,È una scuola scadente. I Prof sono cattivi.,LICEO SCIENTIFICO,Negative
391,29879,TNPC02000A,Ho studiato lì! Esperienza molto bella I studied there! Very nice experience  Ho studiato lì! Esperienza molto bella  …Altro,LICEO SCIENTIFICO,Positive
392,29880,TNPC02000A,L'ho frequentata e posso affermare che è un'ottima scuola.,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,Positive
393,29880,TNPC02000A,Sono uno studente e sono soddisfatto della scuola. I laboratori sono un po’ datati ma ben forniti...,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,Positive
394,29880,TNPC02000A,È una scuola scadente. I Prof sono cattivi.,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,Negative
395,29880,TNPC02000A,Ho studiato lì! Esperienza molto bella I studied there! Very nice experience  Ho studiato lì! Esperienza molto bella  …Altro,LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,Positive
396,29883,TNPM01000X,Qui ha studiato mia figlia - quando di chiamava Istituto Magistrale - e si è diplomata. Ora lo frequenta anche un mio nipote. Ottimo Liceo e bravi insegnanti.,LICEO DELLE SCIENZE UMANE,Positive
397,29883,TNPM01000X,"Ho avuto il piacere di di essere stato in questo luogo più di una volta.La cucina è un qualcosa di eccezionale, pesce fresco, possibilità di scegliere tra più menù fissi. Il personale è davvero accogliente così come il locale. Il pizzaiolo Franco offre una delle pizze più buone che abbia mai assaggiato.Augusta, la cameriera, sempre fantastica e Stefano il gestore è veramente cordiale.Mi tocca mettere solo 3 stelle perché m’hanno scavallato er monopattino e devo dire che è stata davvero un’esperienza greve, ma pazza matta e sgravata allo stesso tempo.Ottimo posto 👍😃💐Ho avuto il piacere di di essere stato in questo luogo più di una volta.La cucina è un qualcosa di eccezionale, pesce fresco, possibilità di scegliere tra più menù fissi. Il personale è davvero accogliente così come il locale. Il …Altro",LICEO DELLE SCIENZE UMANE,Positive
398,29883,TNPM01000X,"Il servizio è discreto e il personale è cordiale, ma il cibo è pessimo.",LICEO DELLE SCIENZE UMANE,Negative
